benchmark,reward,walltime,commandline
benchmark://cbench-v1/adpcm,1.005586592178771,5.594485998153687,opt -sroa -simplifycfg -sroa -instcombine -simplifycfg -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -sroa -load-store-vectorizer -sccp -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -constmerge -sroa -jump-threading -sroa -sroa -early-cse-memssa -sroa -early-cse-memssa -sroa -instcombine -simplifycfg -newgvn -simplifycfg -sroa -early-cse-memssa -sroa -instcombine -load-store-vectorizer -early-cse-memssa -load-store-vectorizer -simplifycfg -sroa -simplifycfg -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -sroa -instcombine -sroa -early-cse-memssa -sroa -sroa -simplifycfg -early-cse-memssa -early-cse-memssa -simplifycfg -sroa -early-cse-memssa -simplifycfg -simplifycfg -early-cse-memssa -early-cse-memssa -simplifycfg -loop-distribute -simplifycfg -load-store-vectorizer -lowerinvoke -load-store-vectorizer -sroa -early-cse-memssa -simplifycfg -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -sroa -early-cse-memssa -sroa -sroa -jump-threading -early-cse-memssa -jump-threading -sroa -early-cse-memssa -sroa -sroa -early-cse-memssa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -sroa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -sroa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.9889380530973452,10.2902729511261,opt -sroa -sroa -sroa -early-cse-memssa -instcombine -simplifycfg -load-store-vectorizer -load-store-vectorizer -load-store-vectorizer -jump-threading -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -sroa -simplifycfg -early-cse-memssa -sroa -early-cse-memssa -instcombine -early-cse-memssa -newgvn -sroa -early-cse-memssa -jump-threading -instcombine -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -instcombine -simplifycfg -instcombine -early-cse-memssa -sroa -early-cse-memssa -jump-threading -sroa -simplifycfg -lower-constant-intrinsics -sroa -early-cse-memssa -functionattrs -early-cse-memssa -load-store-vectorizer -instcombine -sroa -early-cse-memssa -simplifycfg -lowerinvoke -early-cse-memssa -early-cse-memssa -simplifycfg -jump-threading -instcombine -sroa -constmerge -jump-threading -early-cse-memssa -simplifycfg -load-store-vectorizer -sroa -sroa -instcombine -instcombine -sroa -early-cse-memssa -jump-threading -early-cse-memssa -constmerge -sroa -simplifycfg -simplifycfg -load-store-vectorizer -early-cse-memssa -instnamer -early-cse-memssa -sink -early-cse-memssa -mem2reg -sroa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -simplifycfg -simplifycfg -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -sroa -instnamer -sink -early-cse-memssa -early-cse-memssa -sroa -simplifycfg -sroa -early-cse-memssa -sroa -globaldce -early-cse-memssa -sroa -early-cse-memssa -simplifycfg -early-cse-memssa -sroa -early-cse-memssa -lowerinvoke -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -coro-split -early-cse-memssa -simplifycfg -lowerinvoke -early-cse-memssa -early-cse-memssa -load-store-vectorizer input.bc -o output.bc
benchmark://cbench-v1/blowfish,1.0300254452926203,40.9344539642334,opt -sroa -sroa -early-cse-memssa -instcombine -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -simplifycfg -separate-const-offset-from-gep -simplifycfg -early-cse-memssa -instcombine -instcombine -early-cse-memssa -simplifycfg -sroa -sroa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -loop-vectorize -lowerinvoke -early-cse-memssa -simplifycfg -early-cse-memssa -simplifycfg -early-cse-memssa -sccp -lowerinvoke -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -instcombine -instcombine -sroa -early-cse-memssa -early-cse-memssa -sroa -simplifycfg -early-cse-memssa -simplifycfg -simplifycfg -sroa -load-store-vectorizer -simplifycfg -sroa -sroa -sroa -simplifycfg -break-crit-edges -early-cse-memssa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -sroa -instcombine -sroa -early-cse-memssa -sroa -sroa -early-cse-memssa -sroa -early-cse-memssa -instcombine -instcombine -sroa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -sroa -instcombine -sroa -sroa -simplifycfg -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -instcombine -instnamer -jump-threading -sroa -sroa -sroa -early-cse-memssa -simplifycfg -sroa -early-cse-memssa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -simplifycfg -jump-threading -early-cse-memssa -early-cse-memssa -strip -early-cse-memssa -sroa -sroa -sroa -sroa -load-store-vectorizer -sroa -sroa -early-cse-memssa -sroa -early-cse-memssa -instcombine -load-store-vectorizer -simplifycfg -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/bzip2,1.1716919231370102,432.2801783084869,opt -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -sroa -sroa -early-cse-memssa -early-cse-memssa -instcombine -early-cse-memssa -jump-threading -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -early-cse-memssa -instcombine -early-cse-memssa -jump-threading -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -lowerinvoke -instcombine -simplifycfg -sroa -load-store-vectorizer -simplifycfg -sroa -early-cse-memssa -sroa -early-cse-memssa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -simplifycfg -jump-threading -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -instnamer -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -instnamer -early-cse-memssa -sroa -early-cse-memssa -instcombine -load-store-vectorizer -sroa -sroa -jump-threading -load-store-vectorizer -load-store-vectorizer -early-cse-memssa -sroa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -early-cse-memssa -early-cse-memssa -load-store-vectorizer -instcombine -simplifycfg -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -jump-threading -simplifycfg -simplifycfg -simplifycfg -early-cse-memssa -simplifycfg -simplifycfg -strip -sroa -simplifycfg -simplifycfg -load-store-vectorizer -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -simplifycfg -early-cse-memssa -sroa -sroa -load-store-vectorizer -simplifycfg -sroa -early-cse-memssa -simplifycfg -sroa -sroa -simplifycfg -globaldce input.bc -o output.bc
benchmark://cbench-v1/crc32,1.0,3.697888374328613,opt -simplifycfg -sroa -sroa -load-store-vectorizer -load-store-vectorizer -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -sroa -simplifycfg -early-cse-memssa -early-cse-memssa -simplifycfg -coro-elide -early-cse-memssa -sroa -load-store-vectorizer -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -instcombine -sroa -memcpyopt -early-cse-memssa -simplifycfg -early-cse-memssa -early-cse-memssa -load-store-vectorizer -sroa -simplifycfg -early-cse-memssa -simplifycfg -early-cse-memssa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -instcombine -sroa -sroa -sroa -simplifycfg -simplifycfg -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -simplifycfg -simplifycfg -early-cse-memssa -early-cse-memssa -sroa -simplifycfg -instcombine -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -simplifycfg -early-cse-memssa -sroa -simplifycfg -sroa -sroa -sroa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -lowerinvoke -simplifycfg -early-cse-memssa -simplifycfg -early-cse-memssa -sroa -early-cse-memssa -sroa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -simplifycfg -sroa -sroa -early-cse-memssa -lowerinvoke -instcombine -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -instcombine -simplifycfg -sroa -instcombine -sroa -simplifycfg -instcombine -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -instcombine -sroa -early-cse-memssa -sroa -ee-instrument -jump-threading -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.9948979591836736,6.316259860992432,opt -sroa -early-cse-memssa -load-store-vectorizer -early-cse-memssa -sroa -simplifycfg -simplifycfg -simplifycfg -sroa -early-cse-memssa -early-cse-memssa -sroa -sroa -sroa -simplifycfg -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -instcombine -sroa -sroa -load-store-vectorizer -globaldce -early-cse-memssa -separate-const-offset-from-gep -simplifycfg -early-cse-memssa -simplifycfg -sroa -simplifycfg -sroa -sroa -early-cse-memssa -sroa -sroa -sroa -sroa -flattencfg -simplifycfg -sroa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -load-store-vectorizer -sroa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -lower-constant-intrinsics -early-cse-memssa -early-cse-memssa -sroa -sroa -early-cse-memssa -early-cse-memssa -simplifycfg -sroa -early-cse-memssa -instcombine -early-cse-memssa -load-store-vectorizer -simplifycfg -early-cse-memssa -coro-split -instcombine -early-cse-memssa -early-cse-memssa -simplifycfg -load-store-vectorizer -instcombine -sroa -load-store-vectorizer -early-cse-memssa -simplifycfg -early-cse-memssa -early-cse-memssa -load-store-vectorizer -load-store-vectorizer -sroa -early-cse-memssa -jump-threading -sroa -sroa -load-store-vectorizer -sroa -sroa -load-store-vectorizer -early-cse-memssa -loop-versioning-licm -instcombine -sroa -early-cse-memssa -early-cse-memssa -sroa -simplifycfg -lowerinvoke -early-cse-memssa -sroa -sroa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -sroa -simplifycfg -early-cse-memssa -simplifycfg -early-cse-memssa -simplifycfg -early-cse-memssa -sroa -lowerinvoke -sroa -early-cse-memssa -sroa -simplifycfg -early-cse-memssa -sroa -early-cse-memssa -instcombine -simplifycfg -early-cse-memssa -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/gsm,1.0369770916334664,144.91005301475525,opt -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -sroa -early-cse-memssa -instcombine -simplifycfg -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -redundant-dbg-inst-elim -jump-threading -early-cse-memssa -early-cse-memssa -jump-threading -sroa -sroa -instcombine -early-cse-memssa -sroa -coro-split -sroa -early-cse-memssa -sroa -early-cse-memssa -sroa -called-value-propagation -simplifycfg -load-store-vectorizer -simplifycfg -jump-threading -instcombine -sroa -early-cse-memssa -simplifycfg -early-cse-memssa -early-cse-memssa -instcombine -sroa -early-cse-memssa -sroa -instcombine -simplifycfg -sroa -jump-threading -simplifycfg -sroa -sroa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -simplifycfg -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -flattencfg -early-cse-memssa -sroa -early-cse-memssa -sroa -instnamer -sroa -early-cse-memssa -sroa -early-cse-memssa -simplifycfg -newgvn -early-cse-memssa -sroa -early-cse-memssa -sroa -instcombine -early-cse-memssa -sroa -load-store-vectorizer -early-cse-memssa -sroa -early-cse-memssa -functionattrs -jump-threading -sroa -load-store-vectorizer -jump-threading -sroa -early-cse-memssa -early-cse-memssa -sroa -load-store-vectorizer -instcombine -early-cse-memssa -sroa -early-cse-memssa -sroa -sroa -sroa -early-cse-memssa -simplifycfg -early-cse-memssa -sroa -early-cse-memssa -simplifycfg -load-store-vectorizer -simplifycfg -jump-threading -early-cse-memssa -sroa -simplifycfg -sroa -early-cse-memssa -sroa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -attributor -instcombine input.bc -o output.bc
benchmark://cbench-v1/ispell,1.010415200562984,164.29572558403015,opt -sroa -sroa -instcombine -early-cse-memssa -instnamer -sroa -simplifycfg -simplifycfg -early-cse-memssa -sroa -simplifycfg -simplifycfg -constmerge -early-cse-memssa -sroa -load-store-vectorizer -sroa -sroa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -sroa -load-store-vectorizer -instcombine -sroa -simplifycfg -simplifycfg -load-store-vectorizer -early-cse-memssa -sroa -early-cse-memssa -constmerge -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -instnamer -sroa -early-cse-memssa -early-cse-memssa -jump-threading -functionattrs -sroa -simplifycfg -early-cse-memssa -simplifycfg -simplifycfg -early-cse-memssa -simplifycfg -load-store-vectorizer -simplifycfg -simplifycfg -simplifycfg -simplifycfg -simplifycfg -sroa -sroa -early-cse-memssa -early-cse-memssa -simplifycfg -sroa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -jump-threading -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -load-store-vectorizer -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -load-store-vectorizer -sroa -sroa -sroa -early-cse-memssa -lowerinvoke -early-cse-memssa -early-cse-memssa -simplifycfg -loop-fusion -early-cse-memssa -sroa -instcombine -simplifycfg -early-cse-memssa -sroa -early-cse-memssa -jump-threading -early-cse-memssa -sroa -load-store-vectorizer -sroa -instcombine -sroa -early-cse-memssa -simplifycfg -early-cse-memssa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -simplifycfg -simplifycfg -simplifycfg -early-cse-memssa -sroa -early-cse-memssa -sroa -early-cse-memssa -jump-threading -load-store-vectorizer -sroa -simplifycfg -early-cse-memssa -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,1.0281489289146546,625.2888355255127,opt -sroa -early-cse-memssa -sroa -early-cse-memssa -simplifycfg -simplifycfg -sroa -early-cse-memssa -instcombine -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -inferattrs -sroa -early-cse-memssa -early-cse-memssa -sroa -sroa -float2int -early-cse-memssa -early-cse-memssa -sroa -jump-threading -load-store-vectorizer -load-store-vectorizer -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -instcombine -sroa -sroa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -lowerinvoke -early-cse-memssa -instcombine -sroa -sroa -simplifycfg -sroa -load-store-vectorizer -early-cse-memssa -load-store-vectorizer -sroa -jump-threading -early-cse-memssa -load-store-vectorizer -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -simplifycfg -constmerge -instcombine -load-store-vectorizer -separate-const-offset-from-gep -simplifycfg -sroa -separate-const-offset-from-gep -simplifycfg -jump-threading -simplifycfg -instcombine -early-cse-memssa -simplifycfg -early-cse-memssa -early-cse-memssa -early-cse-memssa -inferattrs -simplifycfg -early-cse-memssa -sroa -simplifycfg -early-cse-memssa -early-cse-memssa -simplifycfg -early-cse-memssa -simplifycfg -load-store-vectorizer -jump-threading -early-cse-memssa -instcombine -simplifycfg -sroa -lower-constant-intrinsics -early-cse-memssa -constmerge -load-store-vectorizer -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -simplifycfg -simplifycfg -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -early-cse-memssa -sroa -early-cse-memssa -sroa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -simplifycfg -inject-tli-mappings -early-cse-memssa -instcombine input.bc -o output.bc
benchmark://cbench-v1/jpeg-d,1.0314884574519467,605.6122810840607,opt -sroa -early-cse-memssa -simplifycfg -simplifycfg -early-cse-memssa -jump-threading -early-cse-memssa -early-cse-memssa -simplifycfg -early-cse-memssa -early-cse-memssa -early-cse-memssa -jump-threading -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -simplifycfg -early-cse-memssa -instcombine -simplifycfg -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -simplifycfg -sroa -inject-tli-mappings -early-cse-memssa -early-cse-memssa -instcombine -early-cse-memssa -simplifycfg -early-cse-memssa -early-cse-memssa -sroa -redundant-dbg-inst-elim -instcombine -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -simplifycfg -sroa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -inferattrs -sroa -early-cse-memssa -load-store-vectorizer -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -simplifycfg -load-store-vectorizer -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -instcombine -load-store-vectorizer -load-store-vectorizer -sroa -sroa -early-cse-memssa -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -simplifycfg -jump-threading -early-cse-memssa -sroa -simplifycfg -early-cse-memssa -sroa -early-cse-memssa -early-cse-memssa -load-store-vectorizer -early-cse-memssa -sroa -early-cse-memssa -sroa -sroa -load-store-vectorizer -early-cse-memssa -early-cse-memssa -sroa -sroa -early-cse-memssa -early-cse-memssa -simplifycfg -early-cse-memssa -early-cse-memssa input.bc -o output.bc
